,IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate,Type
3811,1,103,2016,January,2,9,2,6,2,2.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit,        240,       NULL,0,Transient,77.4,0,1,Canceled,2015-10-05,Resort
3813,1,177,2016,January,3,10,2,4,1,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,25.11,0,1,Canceled,2015-09-04,Resort
3819,1,284,2016,January,3,12,8,20,2,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        171,       NULL,0,Transient,26.1,0,0,Canceled,2015-09-12,Resort
3830,1,172,2016,January,4,17,3,5,2,0.0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,59.4,0,1,Canceled,2015-09-21,Resort
3845,1,173,2016,January,5,25,1,0,2,0.0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,59.4,0,1,Canceled,2015-08-10,Resort
3858,1,185,2016,January,5,28,2,3,2,0.0,1,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,32.4,0,3,Canceled,2015-07-28,Resort
3960,1,312,2016,February,7,9,4,10,2,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        171,       NULL,0,Transient,26.1,0,0,Canceled,2015-09-12,Resort
4132,1,192,2016,February,8,15,1,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        240,       NULL,0,Transient,50.4,0,3,Canceled,2015-08-17,Resort
4355,1,196,2016,March,11,7,1,3,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        242,       NULL,0,Transient,41.4,0,2,Canceled,2015-08-31,Resort
4356,1,196,2016,March,11,7,1,3,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,        242,       NULL,0,Transient,41.4,0,2,Canceled,2015-08-31,Resort
4464,1,197,2016,March,12,19,2,3,2,2.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit,        240,       NULL,0,Transient,77.4,0,3,Canceled,2015-09-04,Resort
4469,1,201,2016,March,12,19,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,37.54,0,1,Canceled,2015-09-01,Resort
4496,1,202,2016,March,13,20,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,40.11,0,2,Canceled,2015-09-01,Resort
4497,1,202,2016,March,13,20,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,40.11,0,1,Canceled,2015-09-01,Resort
4509,1,203,2016,March,13,21,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,42.69,0,0,Canceled,2015-09-01,Resort
4510,1,206,2016,March,13,21,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,42.69,0,1,Canceled,2015-08-31,Resort
4511,1,203,2016,March,13,21,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,42.69,0,0,Canceled,2015-09-01,Resort
4514,1,238,2016,March,13,22,0,3,2,0.0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,70.4,0,2,Canceled,2015-08-15,Resort
4516,1,238,2016,March,13,22,0,3,2,0.0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,70.4,0,2,Canceled,2015-08-15,Resort
4517,1,238,2016,March,13,22,0,3,2,0.0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,70.4,0,2,Canceled,2015-08-15,Resort
4735,1,205,2016,March,14,30,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,51.69,0,2,Canceled,2015-10-03,Resort
4741,1,224,2016,March,14,31,0,2,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,51.3,0,2,Canceled,2015-08-24,Resort
4970,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,        273,       NULL,0,Transient,67.05,0,0,Canceled,2015-10-16,Resort
4971,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,        273,       NULL,0,Transient,67.05,0,0,Canceled,2015-10-16,Resort
4972,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
4973,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
4974,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
4976,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,        273,       NULL,0,Transient,67.05,0,0,Canceled,2015-10-16,Resort
4977,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,        273,       NULL,0,Transient,67.05,0,0,Canceled,2015-10-16,Resort
4978,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
4979,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
4980,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
4981,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,        273,       NULL,0,Transient,67.05,0,0,Canceled,2015-10-16,Resort
4982,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,        273,       NULL,0,Transient,67.05,0,0,Canceled,2015-10-16,Resort
4983,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,        273,       NULL,0,Transient,67.05,0,0,Canceled,2015-10-16,Resort
4984,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
4985,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
4986,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
4994,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,        273,       NULL,0,Transient,67.05,0,0,Canceled,2015-10-16,Resort
4995,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
4996,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
4997,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,        273,       NULL,0,Transient,67.05,0,0,Canceled,2015-10-16,Resort
4998,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,        273,       NULL,0,Transient,67.05,0,0,Canceled,2015-10-16,Resort
4999,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
5000,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
5002,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
5003,1,212,2016,April,16,11,2,5,2,0.0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund,        273,       NULL,0,Transient,76.05,0,0,Canceled,2015-10-16,Resort
5030,1,197,2016,April,16,12,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,52.2,0,2,Canceled,2015-10-07,Resort
5730,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5731,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5732,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5733,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5734,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5735,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5737,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5738,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5739,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5740,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5741,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5742,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5743,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5744,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5745,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5746,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5747,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5748,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5749,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5752,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5753,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5754,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5755,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5756,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
5757,1,236,2016,May,20,12,1,3,2,0.0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        315,       NULL,0,Transient-Party,48.0,0,0,Canceled,2015-09-28,Resort
6034,1,262,2016,May,21,21,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,46.98,0,2,Canceled,2015-09-11,Resort
6367,1,257,2016,June,24,5,4,6,2,2.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,1,No Deposit,        240,       NULL,0,Transient,121.5,0,1,Canceled,2015-09-22,Resort
6538,1,275,2016,June,25,16,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        240,       NULL,0,Transient,99.0,0,2,Canceled,2015-09-21,Resort
6562,1,304,2016,June,25,17,4,10,2,2.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit,        240,       NULL,0,Transient,121.5,0,1,Canceled,2015-08-31,Resort
6572,1,301,2016,June,25,18,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit,        242,       NULL,0,Transient,121.5,0,1,Canceled,2015-08-22,Resort
6625,1,309,2016,June,26,21,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,72.0,0,1,Canceled,2015-09-17,Resort
6748,1,266,2016,June,27,28,2,8,2,3.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit,        240,       NULL,0,Transient,151.8,0,0,Canceled,2015-10-12,Resort
6776,1,301,2016,July,27,1,2,7,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        240,       NULL,0,Transient,108.0,0,2,Canceled,2015-09-07,Resort
6885,1,291,2016,July,28,9,2,5,2,0.0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        240,       NULL,0,Transient,150.0,0,1,Canceled,2015-09-22,Resort
6916,1,275,2016,July,29,11,1,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,85.5,0,0,Canceled,2015-10-12,Resort
6937,1,277,2016,July,29,12,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,92.57,0,1,Canceled,2015-10-16,Resort
6938,1,277,2016,July,29,12,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,92.57,0,1,Canceled,2015-10-16,Resort
6939,1,277,2016,July,29,12,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,92.57,0,1,Canceled,2015-10-16,Resort
6940,1,277,2016,July,29,12,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,92.57,0,1,Canceled,2015-10-16,Resort
6944,1,277,2016,July,29,12,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,92.57,0,1,Canceled,2015-10-16,Resort
6963,1,279,2016,July,29,14,2,4,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit,        240,       NULL,0,Transient,184.5,0,0,Canceled,2015-10-12,Resort
6989,1,305,2016,July,29,15,2,5,2,0.0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,145.71,0,2,Canceled,2015-09-16,Resort
6990,1,305,2016,July,29,15,2,5,2,0.0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,145.71,0,2,Canceled,2015-09-16,Resort
7318,1,434,2016,August,32,2,2,5,2,0.0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit,         40,       NULL,0,Contract,160.5,0,0,Canceled,2015-10-14,Resort
7525,1,360,2016,August,33,13,2,2,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,113.4,0,2,Canceled,2015-08-31,Resort
7526,1,348,2016,August,33,13,2,3,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        240,       NULL,0,Transient,113.4,0,2,Canceled,2015-09-03,Resort
7727,1,353,2016,August,35,22,3,6,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit,        240,       NULL,0,Transient,192.0,0,0,Canceled,2015-09-04,Resort
7825,1,328,2016,August,36,28,2,5,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,        240,       NULL,0,Transient,170.0,0,0,Canceled,2015-10-06,Resort
7849,1,406,2016,August,36,29,4,10,2,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,         40,       NULL,0,Contract,88.4,0,1,Canceled,2015-07-20,Resort
7850,1,406,2016,August,36,29,4,10,2,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,         40,       NULL,0,Contract,88.4,0,1,Canceled,2015-07-20,Resort
8271,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8272,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8273,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8276,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8277,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8278,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8283,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8284,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8307,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8308,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8309,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8310,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8311,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8315,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8316,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8323,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8324,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8330,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8331,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8332,1,385,2016,September,39,21,0,4,2,0.0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,Non Refund,       NULL,       NULL,0,Transient,66.0,0,0,Canceled,2015-10-14,Resort
8505,1,403,2016,October,40,1,6,15,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        242,       NULL,0,Transient,52.2,0,1,Canceled,2015-08-27,Resort
8506,1,403,2016,October,40,1,6,15,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,        242,       NULL,0,Transient,52.2,0,0,Canceled,2015-08-25,Resort
8888,1,386,2016,October,43,18,0,3,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit,       NULL,       NULL,0,Transient,50.4,0,2,Canceled,2015-10-09,Resort
8895,1,386,2016,October,43,18,0,5,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit,       NULL,       NULL,0,Transient,50.4,0,2,Canceled,2015-10-09,Resort
13810,0,66,2015,September,39,26,4,6,2,0.0,0,HB       ,,Direct,Direct,0,0,0,E               ,E               ,1,No Deposit,       NULL,       NULL,0,Transient,115.0,1,2,Check-Out,2015-10-06,Resort
13842,0,118,2015,July,27,1,4,10,2,0.0,0,BB       ,,Direct,Direct,0,0,0,E               ,E               ,3,No Deposit,       NULL,       NULL,0,Transient,80.0,1,1,Check-Out,2015-07-15,Resort
13844,0,32,2015,September,37,6,2,4,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,1,D               ,D               ,1,No Deposit,       NULL,       NULL,0,Transient,129.5,1,2,Check-Out,2015-09-12,Resort
13859,0,78,2015,August,31,1,1,1,2,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,F               ,F               ,1,No Deposit,       NULL,       NULL,0,Transient,150.0,1,2,Check-Out,2015-08-03,Resort
13863,0,9,2015,August,35,24,1,3,2,0.0,0,HB       ,PRT,Direct,Direct,0,0,0,G               ,G               ,2,No Deposit,       NULL,       NULL,0,Transient,205.0,0,0,Check-Out,2015-08-28,Resort
